text
"Subsurface representation presenting an uniform layering pattern presenting low amplitude, high frequency and high noise."
"A subsurface representation featuring a parallel geometry of high noise, high frequency and low amplitude."
"Slice containing a planar geometry of low amplitude, high frequency and high noise."
"A subsurface representation containing a tabular reflection pattern of low amplitude, high frequency and high noise."
"Subsurface model featuring an uniform layering pattern with low amplitude, high noise and high frequency."
A subsurface representation characterized by chaotic reflections of low amplitude.
A 2D subsurface model with a chaotic pattern with low amplitude.
A 2D seismic model presenting chaotic internal geometry of low amplitude.
A seismic section containing chaotic internal geometry of low amplitude.
"Low amplitude, high frequency and low noise section exhibiting a clinoform."
"A 2D subsurface model with an oblique clinoform pattern of low amplitude, low noise and high frequency."
"Low noise, low amplitude and high frequency 2D subsurface model featuring a sigmoid."
"Section characterized by an oblique clinoform pattern presenting high frequency, low amplitude and low noise."
"Seismic model containing forward-prograding geometry with low amplitude, low noise and high frequency."
"Subsurface model featuring forward-prograding geometry of high frequency, low amplitude and low noise."
"A 2D section with continuous horizontal reflections presenting high frequency, high noise and low amplitude."
"A 2D section characterized by laterally uniform bedding presenting low amplitude, high frequency and high noise."
"A 2D subsurface model of a tabular reflection pattern with high noise, high frequency and low amplitude."
"A seismic section of a tabular reflection pattern presenting high frequency, low amplitude and high noise."
"2D subsurface model with a tabular reflection pattern with high frequency, low amplitude and high noise."
"Low amplitude, high frequency and high noise 2D subsurface model with an horizontally layered sequence."
"A seismic section exhibiting a parallel-laminated unit presenting low amplitude, high noise and high frequency."
"Subsurface representation featuring laterally uniform bedding of low amplitude, high frequency and high noise."
"Slice presenting an uniform layering pattern with low amplitude, high noise and high frequency."
"2D section characterized by continuous horizontal reflections presenting high frequency, low amplitude and high noise."
A seismic model exhibiting a chaotic pattern with high frequency and low amplitude.
Low amplitude and high frequency seismic model exhibiting an undefined seismic structure.
Seismic section containing a chaotic pattern presenting low amplitude and high frequency.
A seismic section with an undefined seismic structure with high frequency and low amplitude.
2D section with a chaotic pattern with low amplitude and high frequency.
A low amplitude subsurface model presenting internal structuraly disturbed reflexions.
Subsurface model with chaotic reflections of low amplitude.
2D subsurface model of chaotic internal geometry presenting low amplitude.
Low amplitude slice with chaotic internal geometry.
"High noise, low amplitude and high frequency subsurface representation presenting laterally uniform bedding."
"2D seismic model presenting an horizontally layered sequence of high noise, low amplitude and high frequency."
"Subsurface representation exhibiting a parallel geometry with high noise, low amplitude and high frequency."
"A slice presenting concordant seismic layering presenting low amplitude, high noise and high frequency."
"Slice featuring an horizontally layered sequence of high noise, low amplitude and high frequency."
"A seismic model with an horizontally layered sequence presenting low amplitude, high noise and high frequency."
"Section presenting an uniform layering pattern of low amplitude, high noise and high frequency."
A subsurface model containing undefined internal geometry with high frequency and low amplitude.
